# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947171_merged
K13280	105.5048381307
K13378	139.6387563495
K13788	79.8894807961
K13926	56.9856378792
K14155	143.1267183944
K14187	201.0014190603
K14441	157.3580682347
K14445	113.7372484982
K14457	169.9080982166
K14459	58.3053052828
K14652	47.1773332343
K15024	306.3059081135
K15633	244.1713408731
K16675	14.4244895882
K16950	176.2143372809
K17195	80.859865256
K17675	1323.1986444148
K17948	89.4555439656
K18330	817.9585375799
K18446	403.2100599144
K18707	70.455034228
K18785	227.942551517
K18889	112.42903928
K18890	115.9596092504
K19309	126.3598990014
K19709	28.9293384498
K19810	177.3427108387
K19956	140.7028958983
K20509	107.0683763247
K21021	71.134469202
K21512	177.7050340976
K21574	80.004872439
K21636	26.5659664358
K21681	124.7523423843
K22442	189.691917872
K22597	20.3017862011
K22607	239.7837230244
K22749	193.6714685966
K23007	145.8261977404
K23123	342.6188042389
K23259	261.2737736728
